iter	Passed	Remaining
3453	1814	812
3454	1814	811
3455	1815	810
3456	1815	810
3457	1816	809
3458	1816	809
3459	1817	808
3460	1817	808
3461	1818	807
3462	1818	807
3463	1819	806
3464	1820	806
3465	1820	805
3466	1821	805
3467	1821	804
3468	1821	804
3469	1822	803
3470	1822	802
3471	1823	802
3472	1823	801
3473	1823	801
3474	1824	800
3475	1824	800
3476	1825	799
3477	1825	798
3478	1826	798
3479	1826	797
3480	1827	797
3481	1827	796
3482	1828	796
3483	1828	795
3484	1829	795
3485	1829	794
3486	1829	793
3487	1830	793
3488	1830	792
3489	1831	792
3490	1831	791
3491	1832	791
3492	1832	790
3493	1833	790
3494	1833	789
3495	1833	788
3496	1834	788
3497	1834	787
3498	1834	787
3499	1835	786
3500	1835	786
3501	1836	785
3502	1836	784
3503	1837	784
3504	1837	783
3505	1838	783
3506	1838	782
3507	1839	782
3508	1839	781
3509	1840	781
3510	1840	780
3511	1840	779
3512	1841	779
3513	1841	778
3514	1842	778
3515	1842	777
3516	1843	777
3517	1843	776
3518	1844	776
3519	1844	775
3520	1845	775
3521	1845	774
3522	1845	773
3523	1846	773
3524	1846	772
3525	1847	772
3526	1848	772
3527	1849	771
3528	1849	770
3529	1849	770
3530	1850	769
3531	1850	769
3532	1851	768
3533	1851	768
3534	1852	767
3535	1852	767
3536	1853	766
3537	1853	765
3538	1853	765
3539	1854	764
3540	1855	764
3541	1855	763
3542	1855	763
3543	1856	762
3544	1856	762
3545	1857	761
3546	1857	761
3547	1858	760
3548	1858	760
3549	1859	759
3550	1859	758
3551	1860	758
3552	1860	757
3553	1861	757
3554	1861	756
3555	1862	756
3556	1862	755
3557	1863	755
3558	1863	754
3559	1864	754
3560	1864	753
3561	1865	753
3562	1865	752
3563	1866	751
3564	1866	751
3565	1867	750
3566	1867	750
3567	1868	749
3568	1868	749
3569	1869	748
3570	1869	748
3571	1870	747
3572	1870	747
3573	1870	746
3574	1871	745
3575	1871	745
3576	1872	744
3577	1872	744
3578	1873	743
3579	1873	743
3580	1874	742
3581	1874	742
3582	1875	741
3583	1876	741
3584	1876	740
3585	1876	740
3586	1877	739
3587	1878	739
3588	1878	738
3589	1878	737
3590	1879	737
3591	1880	737
3592	1880	736
3593	1881	736
3594	1881	735
3595	1882	734
3596	1882	734
3597	1883	733
3598	1883	733
3599	1884	732
3600	1884	732
3601	1885	731
3602	1885	731
3603	1886	730
3604	1886	730
3605	1886	729
3606	1887	728
3607	1887	728
3608	1888	727
3609	1889	727
3610	1889	726
3611	1890	726
3612	1890	725
3613	1891	725
3614	1891	724
3615	1892	724
3616	1893	723
3617	1894	723
3618	1894	722
3619	1894	722
3620	1895	721
3621	1895	721
3622	1896	720
3623	1896	720
3624	1897	719
3625	1897	719
3626	1898	718
3627	1898	718
3628	1899	717
3629	1899	716
3630	1900	716
3631	1900	715
3632	1901	715
3633	1901	714
3634	1901	714
3635	1902	713
3636	1902	713
3637	1903	712
3638	1903	712
3639	1904	711
3640	1904	711
3641	1905	710
3642	1905	709
3643	1906	709
3644	1906	708
3645	1907	708
3646	1907	707
3647	1908	707
3648	1909	706
3649	1909	706
3650	1909	705
3651	1910	705
3652	1910	704
3653	1911	704
3654	1911	703
3655	1912	702
3656	1912	702
3657	1913	701
3658	1913	701
3659	1914	700
3660	1914	700
3661	1915	699
3662	1915	699
3663	1915	698
3664	1916	698
3665	1917	697
3666	1919	697
3667	1919	697
3668	1920	696
3669	1920	696
3670	1921	695
3671	1921	694
3672	1922	694
3673	1922	693
3674	1923	693
3675	1926	693
3676	1926	693
3677	1927	692
3678	1929	692
3679	1930	692
3680	1930	691
3681	1931	691
3682	1931	690
3683	1932	690
3684	1933	689
3685	1933	689
3686	1934	688
3687	1935	688
3688	1935	687
3689	1935	687
3690	1936	686
3691	1937	686
3692	1937	685
3693	1937	685
3694	1937	684
3695	1938	683
3696	1939	683
3697	1939	682
3698	1940	682
3699	1941	682
3700	1942	681
3701	1943	681
3702	1944	681
3703	1945	680
3704	1945	680
3705	1946	679
3706	1946	678
3707	1947	678
3708	1947	677
3709	1948	677
3710	1949	677
3711	1949	676
3712	1950	676
3713	1950	675
3714	1951	675
3715	1952	674
3716	1952	673
3717	1954	673
3718	1954	673
3719	1955	672
3720	1955	672
3721	1956	671
3722	1956	671
3723	1957	670
3724	1957	670
3725	1957	669
3726	1958	668
3727	1958	668
3728	1958	667
3729	1959	667
3730	1959	666
3731	1959	665
3732	1960	665
3733	1960	664
3734	1961	664
3735	1961	663
3736	1962	663
3737	1962	662
3738	1963	662
3739	1963	661
3740	1964	661
3741	1965	660
3742	1965	660
3743	1966	659
3744	1967	659
3745	1967	658
3746	1968	658
3747	1968	657
3748	1969	657
3749	1969	656
3750	1970	656
3751	1970	655
3752	1971	655
3753	1971	654
3754	1972	653
3755	1972	653
3756	1973	652
3757	1973	652
3758	1974	651
3759	1974	651
3760	1975	650
3761	1975	650
3762	1976	649
3763	1976	649
3764	1977	648
3765	1977	648
3766	1978	647
3767	1978	647
3768	1979	646
3769	1979	645
3770	1980	645
3771	1980	644
3772	1981	644
3773	1981	643
3774	1982	643
3775	1982	642
3776	1983	642
3777	1984	641
3778	1984	641
3779	1985	640
3780	1985	640
3781	1986	639
3782	1986	639
3783	1987	638
3784	1987	638
3785	1987	637
3786	1988	636
3787	1989	636
3788	1989	635
3789	1990	635
3790	1990	634
3791	1991	634
3792	1991	633
3793	1991	633
3794	1992	632
3795	1992	632
3796	1993	631
3797	1993	631
3798	1994	630
3799	1994	629
3800	1995	629
3801	1995	628
3802	1996	628
3803	1996	627
3804	1997	627
3805	1997	626
3806	1998	626
3807	1998	625
3808	1999	625
3809	1999	624
3810	2000	624
3811	2000	623
3812	2001	623
3813	2001	622
3814	2002	621
3815	2002	621
3816	2003	620
3817	2003	620
3818	2004	619
3819	2004	619
3820	2005	618
3821	2005	618
3822	2006	617
3823	2006	617
3824	2007	616
3825	2007	616
3826	2007	615
3827	2008	614
3828	2008	614
3829	2009	613
3830	2009	613
3831	2010	612
3832	2010	612
3833	2011	611
3834	2011	611
3835	2012	610
3836	2012	610
3837	2013	609
3838	2014	609
3839	2014	608
3840	2015	608
3841	2015	607
3842	2016	606
3843	2016	606
3844	2016	605
3845	2017	605
3846	2017	604
3847	2018	604
3848	2018	603
3849	2019	603
3850	2019	602
3851	2020	602
3852	2020	601
3853	2021	601
3854	2021	600
3855	2022	599
3856	2022	599
3857	2023	598
3858	2023	598
3859	2024	597
3860	2024	597
3861	2025	596
3862	2025	596
3863	2026	595
3864	2026	595
3865	2027	594
3866	2027	594
3867	2028	593
3868	2028	592
3869	2029	592
3870	2029	591
3871	2029	591
3872	2030	590
3873	2030	590
3874	2031	589
3875	2031	589
3876	2032	588
3877	2032	588
3878	2033	587
3879	2033	587
3880	2034	586
3881	2034	585
3882	2035	585
3883	2035	584
3884	2036	584
3885	2036	583
3886	2036	583
3887	2037	582
3888	2037	582
3889	2038	581
3890	2038	581
3891	2039	580
3892	2039	580
3893	2040	579
3894	2040	578
3895	2041	578
3896	2042	577
3897	2042	577
3898	2042	576
3899	2043	576
3900	2044	575
3901	2044	575
3902	2045	574
3903	2045	574
3904	2045	573
3905	2046	573
3906	2046	572
3907	2047	572
3908	2047	571
3909	2047	570
3910	2048	570
3911	2048	569
3912	2049	569
3913	2049	568
3914	2050	568
3915	2050	567
3916	2051	567
3917	2051	566
3918	2052	566
3919	2052	565
3920	2053	565
3921	2053	564
3922	2054	563
3923	2054	563
3924	2055	562
3925	2055	562
3926	2056	561
3927	2056	561
3928	2057	560
3929	2057	560
3930	2058	559
3931	2058	559
3932	2059	558
3933	2059	558
3934	2060	557
3935	2060	557
3936	2060	556
3937	2061	555
3938	2061	555
3939	2062	554
3940	2062	554
3941	2063	553
3942	2063	553
3943	2064	552
3944	2064	552
3945	2065	551
3946	2065	551
3947	2065	550
3948	2066	549
3949	2066	549
3950	2067	548
3951	2067	548
3952	2067	547
3953	2068	547
3954	2068	546
3955	2069	546
3956	2069	545
3957	2070	545
3958	2070	544
3959	2071	543
3960	2071	543
3961	2072	542
3962	2072	542
3963	2073	541
3964	2073	541
3965	2074	540
3966	2074	540
3967	2075	539
3968	2075	539
3969	2076	538
3970	2077	538
3971	2077	537
3972	2077	537
3973	2078	536
3974	2078	536
3975	2079	535
3976	2079	534
3977	2080	534
3978	2080	533
3979	2081	533
3980	2081	532
3981	2082	532
3982	2082	531
3983	2083	531
3984	2083	530
3985	2084	530
3986	2084	529
3987	2085	529
3988	2085	528
3989	2085	528
3990	2086	527
3991	2086	526
3992	2087	526
3993	2087	525
3994	2088	525
3995	2088	524
3996	2089	524
3997	2089	523
3998	2090	523
3999	2090	522
4000	2091	522
4001	2091	521
4002	2092	521
4003	2092	520
4004	2093	520
4005	2093	519
4006	2094	518
4007	2094	518
4008	2095	517
4009	2095	517
4010	2096	516
4011	2096	516
4012	2097	515
4013	2097	515
4014	2097	514
4015	2098	514
4016	2099	513
4017	2099	513
4018	2100	512
4019	2100	512
4020	2101	511
4021	2101	511
4022	2101	510
4023	2102	509
4024	2102	509
4025	2103	508
4026	2103	508
4027	2104	507
4028	2104	507
4029	2105	506
4030	2105	506
4031	2106	505
4032	2106	505
4033	2107	504
4034	2107	504
4035	2108	503
4036	2108	503
4037	2109	502
4038	2109	501
4039	2110	501
4040	2110	500
4041	2111	500
4042	2111	499
4043	2112	499
4044	2112	498
4045	2113	498
4046	2113	497
4047	2113	497
4048	2114	496
4049	2114	496
4050	2115	495
4051	2115	494
4052	2116	494
4053	2116	493
4054	2117	493
4055	2117	492
4056	2117	492
4057	2118	491
4058	2118	491
4059	2119	490
4060	2119	490
4061	2120	489
4062	2120	489
4063	2121	488
4064	2121	488
4065	2122	487
4066	2122	486
4067	2123	486
4068	2123	485
4069	2124	485
4070	2124	484
4071	2125	484
4072	2125	483
4073	2126	483
4074	2126	482
4075	2127	482
4076	2127	481
4077	2128	481
4078	2128	480
4079	2129	480
4080	2129	479
4081	2130	479
4082	2131	478
4083	2131	478
4084	2132	477
4085	2132	477
4086	2133	476
4087	2133	476
4088	2134	475
4089	2134	475
4090	2135	474
4091	2136	473
4092	2136	473
4093	2137	472
4094	2137	472
4095	2138	471
4096	2139	471
4097	2140	471
4098	2141	470
4099	2142	470
4100	2142	469
4101	2143	469
4102	2144	468
4103	2144	468
4104	2145	467
4105	2145	467
4106	2146	466
4107	2146	466
4108	2147	465
4109	2147	465
4110	2148	464
4111	2148	464
4112	2149	463
4113	2149	462
4114	2150	462
4115	2150	461
4116	2151	461
4117	2152	460
4118	2152	460
4119	2153	459
4120	2153	459
4121	2154	458
4122	2154	458
4123	2155	457
4124	2155	457
4125	2156	456
4126	2156	456
4127	2157	455
4128	2157	455
4129	2158	454
4130	2158	454
4131	2159	453
4132	2159	453
4133	2160	452
4134	2160	451
4135	2160	451
4136	2161	450
4137	2161	450
4138	2162	449
4139	2162	449
4140	2163	448
4141	2163	448
4142	2164	447
4143	2164	447
4144	2165	446
4145	2165	446
4146	2166	445
4147	2166	445
4148	2167	444
4149	2167	443
4150	2168	443
4151	2168	442
4152	2168	442
4153	2169	441
4154	2169	441
4155	2171	440
4156	2171	440
4157	2172	439
4158	2172	439
4159	2173	438
4160	2173	438
4161	2174	437
4162	2174	437
4163	2175	436
4164	2175	436
4165	2176	435
4166	2176	435
4167	2177	434
4168	2177	434
4169	2178	433
4170	2178	432
4171	2178	432
4172	2179	431
4173	2180	431
4174	2180	430
4175	2180	430
4176	2185	430
4177	2186	430
4178	2186	429
4179	2187	429
4180	2187	428
4181	2188	428
4182	2188	427
4183	2189	426
4184	2189	426
4185	2190	425
4186	2190	425
4187	2191	424
4188	2191	424
4189	2192	423
4190	2192	423
4191	2193	422
4192	2193	422
4193	2194	421
4194	2194	421
4195	2195	420
4196	2195	420
4197	2196	419
4198	2196	419
4199	2197	418
4200	2197	418
4201	2198	417
4202	2198	416
4203	2199	416
4204	2199	415
4205	2200	415
4206	2200	414
4207	2201	414
4208	2202	413
4209	2203	413
4210	2203	412
4211	2204	412
4212	2204	411
4213	2205	411
4214	2205	410
4215	2206	410
4216	2206	409
4217	2207	409
4218	2207	408
4219	2208	408
4220	2208	407
4221	2209	407
4222	2209	406
4223	2210	406
4224	2210	405
4225	2211	404
4226	2211	404
4227	2212	403
4228	2212	403
4229	2213	402
4230	2213	402
4231	2214	401
4232	2214	401
4233	2214	400
4234	2215	400
4235	2215	399
4236	2215	399
4237	2216	398
4238	2216	397
4239	2217	397
4240	2217	396
4241	2218	396
4242	2218	395
4243	2219	395
4244	2219	394
4245	2219	394
4246	2220	393
4247	2220	393
4248	2221	392
4249	2221	392
4250	2222	391
4251	2222	391
4252	2223	390
4253	2223	389
4254	2224	389
4255	2224	388
4256	2225	388
4257	2225	387
4258	2226	387
4259	2226	386
4260	2227	386
4261	2227	385
4262	2228	385
4263	2228	384
4264	2229	384
4265	2229	383
4266	2230	383
4267	2230	382
4268	2231	382
4269	2231	381
4270	2231	380
4271	2232	380
4272	2232	379
4273	2233	379
4274	2233	378
4275	2234	378
4276	2234	377
4277	2235	377
4278	2235	376
4279	2236	376
4280	2236	375
4281	2237	375
4282	2237	374
4283	2238	374
4284	2238	373
4285	2238	372
4286	2239	372
4287	2239	371
4288	2240	371
4289	2240	370
4290	2241	370
4291	2241	369
4292	2242	369
4293	2242	368
4294	2243	368
4295	2243	367
4296	2244	367
4297	2244	366
4298	2245	366
4299	2245	365
4300	2245	365
4301	2246	364
4302	2246	363
4303	2247	363
4304	2247	362
4305	2248	362
4306	2248	361
4307	2249	361
4308	2249	360
4309	2250	360
4310	2250	359
4311	2251	359
4312	2251	358
4313	2252	358
4314	2252	357
4315	2253	357
4316	2253	356
4317	2254	356
4318	2254	355
4319	2254	354
4320	2255	354
4321	2255	353
4322	2256	353
4323	2256	352
4324	2257	352
4325	2257	351
4326	2258	351
4327	2258	350
4328	2259	350
4329	2259	349
4330	2260	349
4331	2260	348
4332	2261	348
4333	2261	347
4334	2262	347
4335	2262	346
4336	2263	345
4337	2263	345
4338	2264	344
4339	2264	344
4340	2265	343
4341	2266	343
4342	2267	343
4343	2268	342
4344	2269	342
4345	2270	341
4346	2271	341
4347	2272	340
4348	2272	340
4349	2273	339
4350	2273	339
4351	2274	338
4352	2274	338
4353	2275	337
4354	2275	337
4355	2276	336
4356	2276	335
4357	2277	335
4358	2277	334
4359	2278	334
4360	2279	333
4361	2279	333
4362	2280	332
4363	2281	332
4364	2281	331
4365	2282	331
4366	2283	330
4367	2285	330
4368	2285	330
4369	2286	329
4370	2286	329
4371	2287	328
4372	2287	328
4373	2288	327
4374	2288	326
4375	2289	326
4376	2289	325
4377	2290	325
4378	2290	324
4379	2291	324
4380	2291	323
4381	2292	323
4382	2292	322
4383	2293	322
4384	2293	321
4385	2294	321
4386	2294	320
4387	2295	320
4388	2295	319
4389	2296	319
4390	2296	318
4391	2297	318
4392	2297	317
4393	2298	316
4394	2298	316
4395	2299	315
4396	2299	315
4397	2300	314
4398	2300	314
4399	2301	313
4400	2301	313
4401	2302	312
4402	2302	312
4403	2303	311
4404	2303	311
4405	2304	310
4406	2304	310
4407	2305	309
4408	2305	309
4409	2306	308
4410	2306	308
4411	2307	307
4412	2307	306
4413	2308	306
4414	2308	305
4415	2309	305
4416	2309	304
4417	2310	304
4418	2310	303
4419	2310	303
4420	2311	302
4421	2311	302
4422	2312	301
4423	2312	301
4424	2313	300
4425	2313	300
4426	2314	299
4427	2314	299
4428	2315	298
4429	2315	297
4430	2316	297
4431	2316	296
4432	2317	296
4433	2317	295
4434	2318	295
4435	2318	294
4436	2319	294
4437	2319	293
4438	2320	293
4439	2320	292
4440	2321	292
4441	2321	291
4442	2322	291
4443	2322	290
4444	2322	290
4445	2323	289
4446	2323	288
4447	2324	288
4448	2324	287
4449	2325	287
4450	2325	286
4451	2326	286
4452	2326	285
4453	2327	285
4454	2327	284
4455	2328	284
4456	2329	283
4457	2329	283
4458	2330	282
4459	2330	282
4460	2331	281
4461	2331	281
4462	2332	280
4463	2333	280
4464	2333	279
4465	2334	279
4466	2334	278
4467	2335	278
4468	2335	277
4469	2336	277
4470	2336	276
4471	2337	275
4472	2338	275
4473	2338	274
4474	2339	274
4475	2339	273
4476	2340	273
4477	2341	272
4478	2342	272
4479	2343	271
4480	2343	271
4481	2344	270
4482	2344	270
4483	2345	269
4484	2345	269
4485	2346	268
4486	2346	268
4487	2347	267
4488	2347	267
4489	2348	266
4490	2348	266
4491	2349	265
4492	2349	265
4493	2349	264
4494	2350	264
4495	2350	263
4496	2351	263
4497	2352	262
4498	2352	261
4499	2353	261
4500	2353	260
4501	2354	260
4502	2354	259
4503	2355	259
4504	2355	258
4505	2356	258
4506	2356	257
4507	2357	257
4508	2357	256
4509	2358	256
4510	2358	255
4511	2359	255
4512	2359	254
4513	2360	254
4514	2360	253
4515	2361	253
4516	2361	252
4517	2361	251
4518	2362	251
4519	2362	250
4520	2363	250
4521	2363	249
4522	2364	249
4523	2364	248
4524	2365	248
4525	2365	247
4526	2366	247
4527	2366	246
4528	2367	246
4529	2367	245
4530	2368	245
4531	2368	244
4532	2369	244
4533	2369	243
4534	2370	243
4535	2370	242
4536	2370	241
4537	2371	241
4538	2371	240
4539	2372	240
4540	2372	239
4541	2373	239
4542	2373	238
4543	2374	238
4544	2374	237
4545	2375	237
4546	2375	236
4547	2376	236
4548	2376	235
4549	2376	235
4550	2377	234
4551	2377	234
4552	2378	233
4553	2378	232
4554	2379	232
4555	2379	231
4556	2380	231
4557	2380	230
4558	2381	230
4559	2381	229
4560	2382	229
4561	2382	228
4562	2383	228
4563	2383	227
4564	2384	227
4565	2384	226
4566	2385	226
4567	2385	225
4568	2386	225
4569	2386	224
4570	2387	224
4571	2387	223
4572	2387	222
4573	2388	222
4574	2389	221
4575	2389	221
4576	2390	220
4577	2390	220
4578	2391	219
4579	2391	219
4580	2391	218
4581	2392	218
4582	2392	217
4583	2393	217
4584	2393	216
4585	2394	216
4586	2394	215
4587	2395	215
4588	2395	214
4589	2396	214
4590	2396	213
4591	2397	213
4592	2397	212
4593	2398	211
4594	2398	211
4595	2399	210
4596	2399	210
4597	2400	209
4598	2401	209
4599	2401	208
4600	2402	208
4601	2402	207
4602	2403	207
4603	2403	206
4604	2404	206
4605	2405	205
4606	2405	205
4607	2406	204
4608	2407	204
4609	2407	203
4610	2408	203
4611	2408	202
4612	2409	202
4613	2410	201
4614	2410	201
4615	2411	200
4616	2411	200
4617	2412	199
4618	2413	199
4619	2413	198
4620	2414	198
4621	2415	197
4622	2415	197
4623	2416	196
4624	2416	195
4625	2417	195
4626	2418	194
4627	2419	194
4628	2419	193
4629	2420	193
4630	2420	192
4631	2421	192
4632	2422	191
4633	2422	191
4634	2423	190
4635	2423	190
4636	2424	189
4637	2425	189
4638	2426	188
4639	2426	188
4640	2427	187
4641	2428	187
4642	2428	186
4643	2429	186
4644	2430	185
4645	2431	185
4646	2432	184
4647	2432	184
4648	2433	183
4649	2434	183
4650	2434	182
4651	2435	182
4652	2435	181
4653	2436	181
4654	2437	180
4655	2438	180
4656	2438	179
4657	2439	179
4658	2440	178
4659	2440	178
4660	2440	177
4661	2441	177
4662	2441	176
4663	2442	175
4664	2443	175
4665	2444	174
4666	2445	174
4667	2445	173
4668	2446	173
4669	2447	172
4670	2447	172
4671	2448	171
4672	2448	171
4673	2450	170
4674	2451	170
4675	2451	169
4676	2452	169
4677	2453	168
4678	2453	168
4679	2454	167
4680	2454	167
4681	2455	166
4682	2455	166
4683	2456	165
4684	2456	165
4685	2456	164
4686	2457	164
4687	2460	163
4688	2460	163
4689	2461	162
4690	2461	162
4691	2462	161
4692	2462	161
4693	2463	160
4694	2463	160
4695	2464	159
4696	2464	158
4697	2465	158
4698	2465	157
4699	2468	157
4700	2468	157
4701	2469	156
4702	2469	155
4703	2469	155
4704	2470	154
4705	2470	154
4706	2471	153
4707	2471	153
4708	2472	152
4709	2472	152
4710	2473	151
4711	2474	151
4712	2475	150
4713	2475	150
4714	2476	149
4715	2477	149
4716	2477	148
4717	2478	148
4718	2478	147
4719	2479	147
4720	2480	146
4721	2480	146
4722	2481	145
4723	2481	145
4724	2482	144
4725	2482	143
4726	2483	143
4727	2484	142
4728	2485	142
4729	2486	141
4730	2486	141
4731	2487	140
4732	2488	140
4733	2488	139
4734	2489	139
4735	2489	138
4736	2490	138
4737	2490	137
4738	2491	137
4739	2491	136
4740	2492	136
4741	2493	135
4742	2493	135
4743	2494	134
4744	2495	134
4745	2495	133
4746	2496	133
4747	2498	132
4748	2498	132
4749	2499	131
4750	2500	131
4751	2500	130
4752	2501	129
4753	2501	129
4754	2502	128
4755	2502	128
4756	2503	127
4757	2503	127
4758	2504	126
4759	2504	126
4760	2505	125
4761	2506	125
4762	2506	124
4763	2507	124
4764	2508	123
4765	2509	123
4766	2509	122
4767	2510	122
4768	2510	121
4769	2511	121
4770	2512	120
4771	2512	120
4772	2513	119
4773	2513	119
4774	2514	118
4775	2514	117
4776	2515	117
4777	2515	116
4778	2516	116
4779	2516	115
4780	2517	115
4781	2518	114
4782	2518	114
4783	2521	113
4784	2522	113
4785	2522	112
4786	2523	112
4787	2524	111
4788	2524	111
4789	2525	110
4790	2525	110
4791	2526	109
4792	2527	109
4793	2527	108
4794	2528	108
4795	2528	107
4796	2529	107
4797	2530	106
4798	2530	105
4799	2531	105
4800	2531	104
4801	2531	104
4802	2532	103
4803	2533	103
4804	2533	102
4805	2534	102
4806	2535	101
4807	2536	101
4808	2536	100
4809	2537	100
4810	2537	99
4811	2538	99
4812	2538	98
4813	2539	98
4814	2540	97
4815	2540	97
4816	2541	96
4817	2541	96
4818	2542	95
4819	2542	94
4820	2543	94
4821	2543	93
4822	2544	93
4823	2544	92
4824	2545	92
4825	2545	91
4826	2546	91
4827	2546	90
4828	2547	90
4829	2547	89
4830	2548	89
4831	2548	88
4832	2549	88
4833	2549	87
4834	2550	87
4835	2550	86
4836	2551	85
4837	2551	85
4838	2552	84
4839	2553	84
4840	2553	83
4841	2554	83
4842	2554	82
4843	2555	82
4844	2555	81
4845	2556	81
4846	2557	80
4847	2557	80
4848	2558	79
4849	2559	79
4850	2559	78
4851	2560	78
4852	2561	77
4853	2562	77
4854	2562	76
4855	2563	76
4856	2563	75
4857	2564	74
4858	2566	74
4859	2567	73
4860	2567	73
4861	2568	72
4862	2569	72
4863	2570	71
4864	2570	71
4865	2571	70
4866	2571	70
4867	2572	69
4868	2572	69
4869	2573	68
4870	2573	68
4871	2574	67
4872	2575	67
4873	2575	66
4874	2576	66
4875	2576	65
4876	2577	64
4877	2577	64
4878	2578	63
4879	2578	63
4880	2579	62
4881	2580	62
4882	2581	61
4883	2582	61
4884	2583	60
4885	2583	60
4886	2585	59
4887	2586	59
4888	2586	58
4889	2587	58
4890	2587	57
4891	2588	57
4892	2589	56
4893	2591	56
4894	2592	55
4895	2593	55
4896	2594	54
4897	2595	54
4898	2596	53
4899	2597	53
4900	2597	52
4901	2598	51
4902	2599	51
4903	2599	50
4904	2600	50
4905	2600	49
4906	2601	49
4907	2602	48
4908	2602	48
4909	2603	47
4910	2604	47
4911	2605	46
4912	2605	46
4913	2606	45
4914	2607	45
4915	2607	44
4916	2608	44
4917	2608	43
4918	2609	42
4919	2609	42
4920	2610	41
4921	2611	41
4922	2612	40
4923	2614	40
4924	2615	39
4925	2615	39
4926	2618	38
4927	2618	38
4928	2619	37
4929	2620	37
4930	2620	36
4931	2621	36
4932	2621	35
4933	2621	35
4934	2622	34
4935	2622	34
4936	2623	33
4937	2623	32
4938	2624	32
4939	2625	31
4940	2625	31
4941	2626	30
4942	2627	30
4943	2627	29
4944	2628	29
4945	2628	28
4946	2629	28
4947	2629	27
4948	2630	27
4949	2630	26
4950	2631	26
4951	2631	25
4952	2632	24
4953	2632	24
4954	2633	23
4955	2633	23
4956	2634	22
4957	2634	22
4958	2635	21
4959	2635	21
4960	2636	20
4961	2636	20
4962	2636	19
4963	2637	19
4964	2638	18
4965	2638	18
4966	2639	17
4967	2639	17
4968	2640	16
4969	2641	15
4970	2642	15
4971	2642	14
4972	2643	14
4973	2643	13
4974	2644	13
4975	2645	12
4976	2645	12
4977	2646	11
4978	2646	11
4979	2647	10
4980	2648	10
4981	2648	9
4982	2649	9
4983	2649	8
4984	2650	7
4985	2650	7
4986	2651	6
4987	2651	6
4988	2651	5
4989	2652	5
4990	2653	4
4991	2654	4
4992	2655	3
4993	2656	3
4994	2656	2
4995	2657	2
4996	2657	1
4997	2658	1
4998	2658	0
4999	2659	0
